target_rva,name,source_tag,source_sha256,source_rva
0x002E8C70,TESDataHandler::CheckModsLoaded,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002E8C70
0x002EA240,TESDataHandler::ConstructObject,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EA240
0x002EB500,TESDataHandler::CreateFormOfType,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EB500
0x002EC2E0,TESDataHandler::RegisterSingleArchive,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EC2E0
0x002EC330,TESDataHandler::GetModFileSize,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EC330
0x002EC6F0,TESDataHandler::CollectFiles,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EC6F0
0x002EE6F0,TESDataHandler::TemplateActorBaseCopy,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EE6F0
0x002EEA20,TESDataHandler::RegisterBaseArchivesForFile,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EEA20
0x002EECD0,TESDataHandler::RegisterAdditionalArchivesForFile,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EECD0
0x002EF120,TESDataHandler::IsFormIDInuse,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002EF120
0x002F2320,TESWorldSpace::GetCellFromKey,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F2320
0x002F3460,BGSDefaultObjectManager::GetSingleton,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F33E0
0x002F34E0,BGSObjectVisibilityManager::GetSingleton,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F3460
0x002F4880,TESPageCache::TESPageCache,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F4880
0x002F5340,TESFile::OpenTES,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F5340
0x002F5880,TESFile::CloseTES,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F5870
0x002F7850,TESFile::FindForm,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F7840
0x002F7D70,TESFile::TESRewind,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F7D60
0x002F7E80,TESFile::NextForm,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F7E70
0x002F8020,TESFile::GetNextForm,AE-bytesig-port,e555c6c0e7aba3e9e4801c2e5e11e3a76b42ce080683b4b9c1cf074c2030b737,0x002F8010
